REP,ROW,TREAT_NAME,CONCATENATE TREATMENT,TREE_NMBR,SPECIES,DATE,HT,DIAM,DATE,BROWSE Y/N,MORT Y/N,HT,INITIAL & CURRENT HEIGHT,BROWSE LOSS,BROWSE FREQUENCY,MORTALITY COUNT,DATE,BROWSE Y/N,MORT Y/N,HT,CURRENT HEIGHT,BROWSE LOSS,BROWSE FREQUENCY,MORTALITY COUNT,DATE,BROWSE Y/N,MORT Y/N,HT,CURRENT HEIGHT,BROWSE LOSS,BROWSE FREQUENCY,MORTALITY COUNT
HUMANN RESOURCES 2010,E,WRC CTRL,WRC CTRL,12,WRC,4/7/2015,22.86,4.064,4/23/2015,,,,22.86,0,0,0,6/2/2015,Y,,33.528,33.528,0,1,0,8/17/2015,Y,Y,34,34,0,1,1
HUMANN RESOURCES 2010,E,WRC CTRL,WRC CTRL,13,WRC,4/7/2015,21.336,2.286,4/23/2015,,,,21.336,0,0,0,6/2/2015,Y,,13.208,13.208,8.128,1,0,8/17/2015,Y,Y,12,12,1.208,1,1
HUMANN RESOURCES 2010,E,WRC CTRL,WRC CTRL,14,WRC,4/7/2015,21.336,2.286,4/23/2015,Y,,12.954,12.954,8.382,1,0,6/2/2015,Y,,21.844,21.844,0,1,0,8/17/2015,Y,Y,19,19,2.844,1,1
HUMANN RESOURCES 2010,E,WRC CTRL,WRC CTRL,15,WRC,4/7/2015,15.24,1.524,4/23/2015,,,,15.24,0,0,0,6/2/2015,,,15.494,15.494,0,0,0,8/17/2015,,Y,17,17,0,0,1
HUMANN RESOURCES 2010,E,WRC CTRL,WRC CTRL,16,WRC,4/7/2015,24.638,3.556,4/23/2015,Y,,15.24,15.24,9.398,1,0,6/2/2015,Y,,21.844,21.844,2.794,1,0,8/17/2015,Y,Y,24,24,0,1,1
HUMANN RESOURCES 2010,E,WRC CTRL,WRC CTRL,17,WRC,4/7/2015,23.368,4.318,4/23/2015,Y,,17.018,17.018,6.35,1,0,6/2/2015,Y,,19.304,19.304,4.064,1,0,8/17/2015,Y,Y,20,20,0,1,1
HUMANN RESOURCES 2010,E,WRC CTRL,WRC CTRL,18,WRC,4/7/2015,33.02,3.81,4/23/2015,Y,,20.066,20.066,12.954,1,0,6/2/2015,Y,,15.494,15.494,17.526,1,0,8/17/2015,Y,Y,15,15,0.494,1,1
HUMANN RESOURCES 2010,E,WRC CTRL,WRC CTRL,19,WRC,4/7/2015,22.86,3.556,4/23/2015,Y,,13.462,13.462,9.398,1,0,6/2/2015,Y,,18.288,18.288,4.572,1,0,8/17/2015,Y,Y,20,20,0,1,1
HUMANN RESOURCES 2010,E,WRC CTRL,WRC CTRL,20,WRC,4/7/2015,30.48,3.048,4/23/2015,Y,,25.4,25.4,5.08,1,0,6/2/2015,Y,,38.1,38.1,0,1,0,8/17/2015,Y,Y,42,42,0,1,1
HUMANN RESOURCES 2010,F,FENCE CTRL,FENCE CTRL,1,WRC,4/7/2015,30.48,3.048,4/23/2015,,,,30.48,0,0,0,6/2/2015,,,37.084,37.084,0,0,0,8/17/2015,,,36,36,0,0,0
HUMANN RESOURCES 2010,F,FENCE CTRL,FENCE CTRL,2,WRC,4/7/2015,34.036,4.572,4/23/2015,,,,34.036,0,0,0,6/2/2015,,,55.118,55.118,0,0,0,8/17/2015,,,59,59,0,0,0
HUMANN RESOURCES 2010,F,FENCE CTRL,FENCE CTRL,3,WRC,4/7/2015,29.718,4.064,4/23/2015,,,,29.718,0,0,0,6/2/2015,,,38.608,38.608,0,0,0,8/17/2015,,,43,43,0,0,0
HUMANN RESOURCES 2010,F,FENCE CTRL,FENCE CTRL,4,WRC,4/7/2015,24.638,4.826,4/23/2015,,,,24.638,0,0,0,6/2/2015,,,38.1,38.1,0,0,0,8/17/2015,,Y,40,40,0,0,1
HUMANN RESOURCES 2010,F,FENCE CTRL,FENCE CTRL,5,WRC,4/7/2015,34.036,4.064,4/23/2015,,,,34.036,0,0,0,6/2/2015,,,44.45,44.45,0,0,0,8/17/2015,,Y,48,48,0,0,1
HUMANN RESOURCES 2010,F,FENCE CTRL,FENCE CTRL,6,WRC,4/7/2015,22.86,4.318,4/23/2015,,,,22.86,0,0,0,6/2/2015,,,29.972,29.972,0,0,0,8/17/2015,,Y,31,31,0,0,1
HUMANN RESOURCES 2010,F,FENCE CTRL,FENCE CTRL,7,WRC,4/7/2015,31.496,5.08,4/23/2015,,,,31.496,0,0,0,6/2/2015,,,38.608,38.608,0,0,0,8/17/2015,,Y,47,47,0,0,1
HUMANN RESOURCES 2010,F,FENCE CTRL,FENCE CTRL,8,WRC,4/7/2015,30.48,3.302,4/23/2015,,,,30.48,0,0,0,6/2/2015,,,36.83,36.83,0,0,0,8/17/2015,,Y,32,32,0,0,1
HUMANN RESOURCES 2010,F,FENCE CTRL,FENCE CTRL,9,WRC,4/7/2015,25.908,3.302,4/23/2015,,,,25.908,0,0,0,6/2/2015,,,38.862,38.862,0,0,0,8/17/2015,,Y,42,42,0,0,1
HUMANN RESOURCES 2010,F,FENCE CTRL,FENCE CTRL,10,WRC,4/7/2015,35.56,3.556,4/23/2015,,,,35.56,0,0,0,6/2/2015,,,46.482,46.482,0,0,0,8/17/2015,,Y,53,53,0,0,1
HUMANN RESOURCES 2010,F,FENCE CTRL,FENCE CTRL,11,WRC,4/7/2015,13.716,1.778,4/23/2015,,,,13.716,0,0,0,6/2/2015,,Y,12.7,12.7,0,0,1,8/17/2015,,Y,9,9,0,0,1
HUMANN RESOURCES 2010,F,FENCE CTRL,FENCE CTRL,12,WRC,4/7/2015,30.48,3.556,4/23/2015,,,,30.48,0,0,0,6/2/2015,,,42.164,42.164,0,0,0,8/17/2015,,Y,45,45,0,0,1
HUMANN RESOURCES 2010,F,FENCE CTRL,FENCE CTRL,13,WRC,4/7/2015,29.718,3.556,4/23/2015,,,,29.718,0,0,0,6/2/2015,,,36.068,36.068,0,0,0,8/17/2015,,Y,38,38,0,0,1
HUMANN RESOURCES 2010,F,FENCE CTRL,FENCE CTRL,14,WRC,4/7/2015,17.78,2.032,4/23/2015,,,,17.78,0,0,0,6/2/2015,,,20.574,20.574,0,0,0,8/17/2015,,Y,21,21,0,0,1
HUMANN RESOURCES 2010,F,FENCE CTRL,FENCE CTRL,15,WRC,4/7/2015,18.288,3.302,4/23/2015,,,,18.288,0,0,0,6/2/2015,,,20.828,20.828,0,0,0,8/17/2015,,Y,22,22,0,0,1
HUMANN RESOURCES 2010,F,FENCE CTRL,FENCE CTRL,16,WRC,4/7/2015,25.4,4.064,4/23/2015,,,,25.4,0,0,0,6/2/2015,,,33.528,33.528,0,0,0,8/17/2015,,Y,37,37,0,0,1
HUMANN RESOURCES 2010,F,FENCE CTRL,FENCE CTRL,17,WRC,4/7/2015,27.94,4.064,4/23/2015,,,,27.94,0,0,0,6/2/2015,,,35.814,35.814,0,0,0,8/17/2015,,Y,39,39,0,0,1
HUMANN RESOURCES 2010,F,FENCE CTRL,FENCE CTRL,18,WRC,4/7/2015,33.02,4.064,4/23/2015,,,,33.02,0,0,0,6/2/2015,,,39.624,39.624,0,0,0,8/17/2015,,Y,42,42,0,0,1
HUMANN RESOURCES 2010,F,FENCE CTRL,FENCE CTRL,19,WRC,4/7/2015,25.908,2.794,4/23/2015,,,,25.908,0,0,0,6/2/2015,,,29.21,29.21,0,0,0,8/17/2015,,Y,24,24,0,0,1
HUMANN RESOURCES 2010,F,FENCE CTRL,FENCE CTRL,20,WRC,4/7/2015,31.496,4.064,4/23/2015,,,,31.496,0,0,0,6/2/2015,,,39.624,39.624,0,0,0,8/17/2015,,Y,44,44,0,0,1
CENTURY,A,VEXAR,VEXAR,1,WRC,4/4/2015,38.1,5.08,4/22/2015,,,,38.1,0,0,0,6/2/2015,,,44.45,44.45,0,0,0,8/17/2015,,,54,54,0,0,0
CENTURY,A,VEXAR,VEXAR,2,WRC,4/4/2015,33.02,4.064,4/22/2015,,,,33.02,0,0,0,6/2/2015,,,40.894,40.894,0,0,0,8/17/2015,,,57,57,0,0,0
CENTURY,A,VEXAR,VEXAR,3,WRC,4/4/2015,25.4,3.048,4/22/2015,,,,25.4,0,0,0,6/2/2015,,,26.416,26.416,0,0,0,8/17/2015,,,32,32,0,0,0
CENTURY,A,VEXAR,VEXAR,4,WRC,4/4/2015,24.13,3.81,4/22/2015,,,,24.13,0,0,0,6/2/2015,,,34.544,34.544,0,0,0,8/17/2015,,,52,52,0,0,0
CENTURY,A,VEXAR,VEXAR,5,WRC,4/4/2015,22.86,2.794,4/22/2015,,,,22.86,0,0,0,6/2/2015,,,37.084,37.084,0,0,0,8/17/2015,,,58,58,0,0,0
CENTURY,A,VEXAR,VEXAR,6,WRC,4/4/2015,33.274,3.302,4/22/2015,,,,33.274,0,0,0,6/2/2015,,,43.18,43.18,0,0,0,8/17/2015,,,52,52,0,0,0
CENTURY,A,VEXAR,VEXAR,7,WRC,4/4/2015,49.53,5.588,4/22/2015,,,,49.53,0,0,0,6/2/2015,,,61.468,61.468,0,0,0,8/17/2015,,,68,68,0,0,0
CENTURY,A,VEXAR,VEXAR,8,WRC,4/4/2015,31.242,3.048,4/22/2015,,,,31.242,0,0,0,6/2/2015,,,38.608,38.608,0,0,0,8/17/2015,,,55,55,0,0,0
CENTURY,A,VEXAR,VEXAR,9,WRC,4/4/2015,25.4,2.794,4/22/2015,,,,25.4,0,0,0,6/2/2015,,,30.226,30.226,0,0,0,8/17/2015,,,37,37,0,0,0
CENTURY,A,VEXAR,VEXAR,10,WRC,4/4/2015,22.86,2.286,4/22/2015,,,,22.86,0,0,0,6/2/2015,,,26.924,26.924,0,0,0,8/17/2015,,,29,29,0,0,0
CENTURY,A,VEXAR,VEXAR,11,WRC,4/4/2015,26.67,4.572,4/22/2015,,,,26.67,0,0,0,6/2/2015,,,35.306,35.306,0,0,0,8/17/2015,,,46,46,0,0,0
CENTURY,A,VEXAR,VEXAR,12,WRC,4/4/2015,33.02,6.096,4/22/2015,,,,33.02,0,0,0,6/2/2015,,,35.814,35.814,0,0,0,8/17/2015,,,46,46,0,0,0
CENTURY,A,VEXAR,VEXAR,13,WRC,4/4/2015,34.29,#VALUE!,4/22/2015,,,,34.29,0,0,0,6/2/2015,,,42.164,42.164,0,0,0,8/17/2015,,,59,59,0,0,0
CENTURY,A,VEXAR,VEXAR,14,WRC,4/4/2015,28.702,3.81,4/22/2015,,,,28.702,0,0,0,6/2/2015,,,34.798,34.798,0,0,0,8/17/2015,,,50,50,0,0,0
CENTURY,A,VEXAR,VEXAR,15,WRC,4/4/2015,36.322,5.334,4/22/2015,,,,36.322,0,0,0,6/2/2015,,,44.196,44.196,0,0,0,8/17/2015,,,65,65,0,0,0
CENTURY,A,VEXAR,VEXAR,16,WRC,4/4/2015,24.13,2.54,4/22/2015,,,,24.13,0,0,0,6/2/2015,,,23.368,23.368,0,0,0,8/17/2015,,,39,39,0,0,0
CENTURY,A,VEXAR,VEXAR,17,WRC,4/4/2015,23.876,3.048,4/22/2015,,,,23.876,0,0,0,6/2/2015,,,26.924,26.924,0,0,0,8/17/2015,,,28,28,0,0,0
CENTURY,A,VEXAR,VEXAR,18,WRC,4/4/2015,21.082,3.556,4/22/2015,,,,21.082,0,0,0,6/2/2015,,,29.21,29.21,0,0,0,8/17/2015,,,30,30,0,0,0
CENTURY,A,VEXAR,VEXAR,19,WRC,4/4/2015,24.13,3.302,4/22/2015,,,,24.13,0,0,0,6/2/2015,,,28.448,28.448,0,0,0,8/17/2015,,,29,29,0,0,0
CENTURY,A,VEXAR,VEXAR,20,WRC,4/4/2015,30.48,3.81,4/22/2015,,,,30.48,0,0,0,6/2/2015,,,30.734,30.734,0,0,0,8/17/2015,,,34,34,0,0,0
CENTURY,B,CO-PLANTING,CO-PLANTING WRC,1,WRC,4/4/2015,16.51,2.032,4/22/2015,,,,16.51,0,0,0,6/2/2015,,Y,16.51,16.51,0,0,1,8/17/2015,,Y,,,,0,1
CENTURY,B,CO-PLANTING,CO-PLANTING WRC,2,WRC,4/4/2015,31.75,3.302,4/22/2015,,,,31.75,0,0,0,6/2/2015,,,41.148,41.148,0,0,0,8/17/2015,,,57,57,0,0,0
CENTURY,B,CO-PLANTING,CO-PLANTING WRC,3,WRC,4/4/2015,24.13,4.064,4/22/2015,,,,24.13,0,0,0,6/2/2015,,,30.734,30.734,0,0,0,8/17/2015,,,36,36,0,0,0
CENTURY,B,CO-PLANTING,CO-PLANTING WRC,4,WRC,4/4/2015,18.796,2.286,4/22/2015,,,,18.796,0,0,0,6/2/2015,,,19.05,19.05,0,0,0,8/17/2015,,,21,21,0,0,0
CENTURY,B,CO-PLANTING,CO-PLANTING WRC,5,WRC,4/4/2015,17.018,1.778,4/22/2015,Y,,10.16,10.16,6.858,1,0,6/2/2015,Y,,14.224,14.224,2.794,1,0,8/17/2015,Y,,15,15,0,1,0
CENTURY,B,CO-PLANTING,CO-PLANTING WRC,6,WRC,4/4/2015,25.4,3.048,4/22/2015,Y,,14.224,14.224,11.176,1,0,6/2/2015,Y,,16.764,16.764,8.636,1,0,8/17/2015,Y,,20,20,0,1,0
CENTURY,B,CO-PLANTING,CO-PLANTING WRC,7,WRC,4/4/2015,26.416,3.302,4/22/2015,,,,26.416,0,0,0,6/2/2015,,,29.718,29.718,0,0,0,8/17/2015,,,32,32,0,0,0
CENTURY,B,CO-PLANTING,CO-PLANTING WRC,8,WRC,4/4/2015,44.958,3.556,4/22/2015,,,,44.958,0,0,0,6/2/2015,Y,,36.322,36.322,8.636,1,0,8/17/2015,Y,,38,38,0,1,0
CENTURY,B,CO-PLANTING,CO-PLANTING WRC,9,WRC,4/4/2015,31.496,3.048,4/22/2015,,,,31.496,0,0,0,6/2/2015,,,40.386,40.386,0,0,0,8/17/2015,Y,,35,35,5.386,1,0
CENTURY,B,CO-PLANTING,CO-PLANTING WRC,10,WRC,4/4/2015,25.654,3.302,4/22/2015,,,,25.654,0,0,0,6/2/2015,,,30.734,30.734,0,0,0,8/17/2015,,,31,31,0,0,0
CENTURY,B,CO-PLANTING,CO-PLANTING WRC,11,WRC,4/4/2015,45.72,3.81,4/22/2015,,,,45.72,0,0,0,6/2/2015,,,51.308,51.308,0,0,0,8/17/2015,Y,,41,41,10.308,1,0
CENTURY,B,CO-PLANTING,CO-PLANTING WRC,12,WRC,4/4/2015,30.988,2.54,4/22/2015,Y,,21.082,21.082,9.906,1,0,6/2/2015,Y,,22.352,22.352,8.636,1,0,8/17/2015,Y,,26,26,0,1,0
CENTURY,B,CO-PLANTING,CO-PLANTING WRC,13,WRC,4/4/2015,24.13,3.048,4/22/2015,,,,24.13,0,0,0,6/2/2015,,,19.304,19.304,0,0,0,8/17/2015,,,28,28,0,0,0
CENTURY,B,CO-PLANTING,CO-PLANTING WRC,14,WRC,4/4/2015,50.038,3.048,4/22/2015,,,,50.038,0,0,0,6/2/2015,,,58.674,58.674,0,0,0,8/17/2015,Y,,65,65,0,1,0
CENTURY,B,CO-PLANTING,CO-PLANTING WRC,15,WRC,4/4/2015,35.814,3.81,4/22/2015,,,,35.814,0,0,0,6/2/2015,,,39.37,39.37,0,0,0,8/17/2015,Y,,36,36,3.37,1,0
CENTURY,B,CO-PLANTING,CO-PLANTING WRC,16,WRC,4/4/2015,31.496,5.08,4/22/2015,,,,31.496,0,0,0,6/2/2015,,,40.64,40.64,0,0,0,8/17/2015,Y,,33,33,7.64,1,0
CENTURY,B,CO-PLANTING,CO-PLANTING WRC,17,WRC,4/4/2015,27.178,2.286,4/22/2015,,,,27.178,0,0,0,6/2/2015,,,31.496,31.496,0,0,0,8/17/2015,,,34,34,0,0,0
CENTURY,B,CO-PLANTING,CO-PLANTING WRC,18,WRC,4/4/2015,36.576,3.302,4/22/2015,,,,36.576,0,0,0,6/2/2015,Y,,19.05,19.05,17.526,1,0,8/17/2015,Y,,22,22,0,1,0
CENTURY,B,CO-PLANTING,CO-PLANTING WRC,19,WRC,4/4/2015,33.02,5.08,4/22/2015,,,,33.02,0,0,0,6/2/2015,,,40.64,40.64,0,0,0,8/17/2015,Y,,31,31,9.64,1,0
CENTURY,B,CO-PLANTING,CO-PLANTING WRC,20,WRC,4/4/2015,34.036,4.572,4/22/2015,,,,34.036,0,0,0,6/2/2015,,,41.91,41.91,0,0,0,8/17/2015,Y,,28,28,13.91,1,0
CENTURY,B,CO-PLANTING,CO-PLANTING SS,1,SS,4/4/2015,46.736,5.334,4/22/2015,,,,46.736,0,0,0,6/2/2015,,,63.754,63.754,0,0,0,8/17/2015,,,69,69,0,0,0
CENTURY,B,CO-PLANTING,CO-PLANTING SS,2,SS,4/4/2015,37.084,3.302,4/22/2015,,,,37.084,0,0,0,6/2/2015,,,45.72,45.72,0,0,0,8/17/2015,,,52,52,0,0,0
CENTURY,B,CO-PLANTING,CO-PLANTING SS,3,SS,4/4/2015,44.45,4.318,4/22/2015,,,,44.45,0,0,0,6/2/2015,,,51.562,51.562,0,0,0,8/17/2015,,,58,58,0,0,0
CENTURY,B,CO-PLANTING,CO-PLANTING SS,4,SS,4/4/2015,44.196,4.826,4/22/2015,,,,44.196,0,0,0,6/2/2015,,,52.578,52.578,0,0,0,8/17/2015,,,54,54,0,0,0
CENTURY,B,CO-PLANTING,CO-PLANTING SS,5,SS,4/4/2015,49.53,4.572,4/22/2015,,,,49.53,0,0,0,6/2/2015,,,52.578,52.578,0,0,0,8/17/2015,,,60,60,0,0,0
CENTURY,B,CO-PLANTING,CO-PLANTING SS,6,SS,4/4/2015,45.72,4.064,4/22/2015,,,,45.72,0,0,0,6/2/2015,,,52.324,52.324,0,0,0,8/17/2015,,,58,58,0,0,0
CENTURY,B,CO-PLANTING,CO-PLANTING SS,7,SS,4/4/2015,36.068,3.81,4/22/2015,,,,36.068,0,0,0,6/2/2015,,,39.116,39.116,0,0,0,8/17/2015,,,43,43,0,0,0
CENTURY,B,CO-PLANTING,CO-PLANTING SS,8,SS,4/4/2015,50.8,4.318,4/22/2015,,,,50.8,0,0,0,6/2/2015,,,50.8,50.8,0,0,0,8/17/2015,,,49,49,0,0,0
CENTURY,B,CO-PLANTING,CO-PLANTING SS,9,SS,4/4/2015,36.068,4.064,4/22/2015,,,,36.068,0,0,0,6/2/2015,,,40.386,40.386,0,0,0,8/17/2015,,,49,49,0,0,0
CENTURY,B,CO-PLANTING,CO-PLANTING SS,10,SS,4/4/2015,44.45,3.556,4/22/2015,,,,44.45,0,0,0,6/2/2015,,,46.736,46.736,0,0,0,8/17/2015,,,47,47,0,0,0
CENTURY,B,CO-PLANTING,CO-PLANTING SS,11,SS,4/4/2015,44.958,4.064,4/22/2015,,,,44.958,0,0,0,6/2/2015,,,56.388,56.388,0,0,0,8/17/2015,,,64,64,0,0,0
CENTURY,B,CO-PLANTING,CO-PLANTING SS,12,SS,4/4/2015,50.8,4.064,4/22/2015,,,,50.8,0,0,0,6/2/2015,,,52.07,52.07,0,0,0,8/17/2015,,,60,60,0,0,0
CENTURY,B,CO-PLANTING,CO-PLANTING SS,13,SS,4/4/2015,41.656,3.81,4/22/2015,,,,41.656,0,0,0,6/2/2015,,,51.054,51.054,0,0,0,8/17/2015,,,56,56,0,0,0
CENTURY,B,CO-PLANTING,CO-PLANTING SS,14,SS,4/4/2015,51.816,4.064,4/22/2015,,,,51.816,0,0,0,6/2/2015,,,51.562,51.562,0,0,0,8/17/2015,,,54,54,0,0,0
CENTURY,B,CO-PLANTING,CO-PLANTING SS,15,SS,4/4/2015,38.354,4.572,4/22/2015,,,,38.354,0,0,0,6/2/2015,,,46.228,46.228,0,0,0,8/17/2015,,,44,44,0,0,0
CENTURY,B,CO-PLANTING,CO-PLANTING SS,16,SS,4/4/2015,40.64,5.334,4/22/2015,,,,40.64,0,0,0,6/2/2015,,,49.53,49.53,0,0,0,8/17/2015,,,57,57,0,0,0
CENTURY,B,CO-PLANTING,CO-PLANTING SS,17,SS,4/4/2015,34.798,4.064,4/22/2015,,,,34.798,0,0,0,6/2/2015,,,45.72,45.72,0,0,0,8/17/2015,,,49,49,0,0,0
CENTURY,B,CO-PLANTING,CO-PLANTING SS,18,SS,4/4/2015,47.498,5.08,4/22/2015,,,,47.498,0,0,0,6/2/2015,,,54.61,54.61,0,0,0,8/17/2015,,,60,60,0,0,0
CENTURY,B,CO-PLANTING,CO-PLANTING SS,19,SS,4/4/2015,50.038,5.08,4/22/2015,,,,50.038,0,0,0,6/2/2015,,,59.944,59.944,0,0,0,8/17/2015,,,66,66,0,0,0
CENTURY,B,CO-PLANTING,CO-PLANTING SS,20,SS,4/4/2015,38.608,3.81,4/22/2015,,,,38.608,0,0,0,6/2/2015,,,41.91,41.91,0,0,0,8/17/2015,,,44,44,0,0,0
CENTURY,C,PLANTSKYDD,PLANTSKYDD,1,WRC,4/4/2015,33.02,3.556,4/22/2015,,,,33.02,0,0,0,6/2/2015,,,41.148,41.148,0,0,0,8/17/2015,,,47,47,0,0,0
CENTURY,C,PLANTSKYDD,PLANTSKYDD,2,WRC,4/4/2015,28.956,2.794,4/22/2015,,,,28.956,0,0,0,6/2/2015,,,30.988,30.988,0,0,0,8/17/2015,,Y,35,35,0,0,1
CENTURY,C,PLANTSKYDD,PLANTSKYDD,3,WRC,4/4/2015,30.48,3.81,4/22/2015,,,,30.48,0,0,0,6/2/2015,,,33.528,33.528,0,0,0,8/17/2015,,,38,38,0,0,0
CENTURY,C,PLANTSKYDD,PLANTSKYDD,4,WRC,4/4/2015,26.416,3.302,4/22/2015,,,,26.416,0,0,0,6/2/2015,,,39.37,39.37,0,0,0,8/17/2015,,,34,34,0,0,0
CENTURY,C,PLANTSKYDD,PLANTSKYDD,5,WRC,4/4/2015,26.416,3.556,4/22/2015,,,,26.416,0,0,0,6/2/2015,,,27.94,27.94,0,0,0,8/17/2015,,,30,30,0,0,0
CENTURY,C,PLANTSKYDD,PLANTSKYDD,6,WRC,4/4/2015,28.448,3.81,4/22/2015,,,,28.448,0,0,0,6/2/2015,,,32.004,32.004,0,0,0,8/17/2015,,,32,32,0,0,0
CENTURY,C,PLANTSKYDD,PLANTSKYDD,7,WRC,4/4/2015,35.56,4.572,4/22/2015,,,,35.56,0,0,0,6/2/2015,,,42.672,42.672,0,0,0,8/17/2015,Y,,47,47,0,1,0
CENTURY,C,PLANTSKYDD,PLANTSKYDD,8,WRC,4/4/2015,38.608,5.588,4/22/2015,,,,38.608,0,0,0,6/2/2015,,,46.99,46.99,0,0,0,8/17/2015,Y,,50,50,0,1,0
CENTURY,C,PLANTSKYDD,PLANTSKYDD,9,WRC,4/4/2015,43.942,6.35,4/22/2015,,,,43.942,0,0,0,6/2/2015,,,56.134,56.134,0,0,0,8/17/2015,Y,,54,54,2.134,1,0
CENTURY,C,PLANTSKYDD,PLANTSKYDD,10,WRC,4/4/2015,34.036,3.302,4/22/2015,,,,34.036,0,0,0,6/2/2015,,,41.91,41.91,0,0,0,8/17/2015,Y,,45,45,0,1,0
CENTURY,C,PLANTSKYDD,PLANTSKYDD,11,WRC,4/4/2015,19.558,2.032,4/22/2015,,,,19.558,0,0,0,6/2/2015,,,19.812,19.812,0,0,0,8/17/2015,,,23,23,0,0,0
CENTURY,C,PLANTSKYDD,PLANTSKYDD,12,WRC,4/4/2015,18.796,3.302,4/22/2015,,,,18.796,0,0,0,6/2/2015,,Y,12.7,12.7,0,0,1,8/17/2015,Y,Y,,,,1,1
CENTURY,C,PLANTSKYDD,PLANTSKYDD,13,WRC,4/4/2015,33.02,3.81,4/22/2015,,,,33.02,0,0,0,6/2/2015,,,31.75,31.75,0,0,0,8/17/2015,Y,,36,36,0,1,0
CENTURY,C,PLANTSKYDD,PLANTSKYDD,14,WRC,4/4/2015,16.256,2.794,4/22/2015,,,,16.256,0,0,0,6/2/2015,,,20.32,20.32,0,0,0,8/17/2015,,,24,24,0,0,0
CENTURY,C,PLANTSKYDD,PLANTSKYDD,15,WRC,4/4/2015,21.59,4.572,4/22/2015,,,,21.59,0,0,0,6/2/2015,,,24.892,24.892,0,0,0,8/17/2015,,,27,27,0,0,0
CENTURY,C,PLANTSKYDD,PLANTSKYDD,16,WRC,4/4/2015,26.416,3.048,4/22/2015,,,,26.416,0,0,0,6/2/2015,,,32.512,32.512,0,0,0,8/17/2015,,,29,29,0,0,0
CENTURY,C,PLANTSKYDD,PLANTSKYDD,17,WRC,4/4/2015,25.908,3.556,4/22/2015,,,,25.908,0,0,0,6/2/2015,,,30.48,30.48,0,0,0,8/17/2015,,,34,34,0,0,0
CENTURY,C,PLANTSKYDD,PLANTSKYDD,18,WRC,4/4/2015,20.32,2.286,4/22/2015,,,,20.32,0,0,0,6/2/2015,,,21.59,21.59,0,0,0,8/17/2015,,,24,24,0,0,0
CENTURY,C,PLANTSKYDD,PLANTSKYDD,19,WRC,4/4/2015,15.748,2.032,4/22/2015,,,,15.748,0,0,0,6/2/2015,,,15.494,15.494,0,0,0,8/17/2015,,Y,15,15,0,0,1
CENTURY,C,PLANTSKYDD,PLANTSKYDD,20,WRC,4/4/2015,21.336,4.826,4/22/2015,,,,21.336,0,0,0,6/2/2015,,,25.654,25.654,0,0,0,8/17/2015,,,24,24,0,0,0
CENTURY,D,WRC CTRL,WRC CTRL,1,WRC,4/4/2015,36.576,4.064,4/22/2015,,,,36.576,0,0,0,6/2/2015,,,40.64,40.64,0,0,0,8/17/2015,,,50,50,0,0,0
CENTURY,D,WRC CTRL,WRC CTRL,2,WRC,4/4/2015,53.848,5.334,4/22/2015,,,,53.848,0,0,0,6/2/2015,Y,,37.084,37.084,16.764,1,0,8/17/2015,Y,,43,43,0,1,0
CENTURY,D,WRC CTRL,WRC CTRL,3,WRC,4/4/2015,34.798,4.064,4/22/2015,,,,34.798,0,0,0,6/2/2015,,,40.64,40.64,0,0,0,8/17/2015,Y,,32,32,8.64,1,0
CENTURY,D,WRC CTRL,WRC CTRL,4,WRC,4/4/2015,34.798,3.048,4/22/2015,,,,34.798,0,0,0,6/2/2015,,,36.576,36.576,0,0,0,8/17/2015,Y,,20,20,16.576,1,0
CENTURY,D,WRC CTRL,WRC CTRL,5,WRC,4/4/2015,25.4,3.556,4/22/2015,,,,25.4,0,0,0,6/2/2015,,,24.13,24.13,0,0,0,8/17/2015,,,24,24,0,0,0
CENTURY,D,WRC CTRL,WRC CTRL,6,WRC,4/4/2015,30.48,4.064,4/22/2015,,,,30.48,0,0,0,6/2/2015,,,35.814,35.814,0,0,0,8/17/2015,,,43,43,0,0,0
CENTURY,D,WRC CTRL,WRC CTRL,7,WRC,4/4/2015,34.036,4.572,4/22/2015,,,,34.036,0,0,0,6/2/2015,,,41.656,41.656,0,0,0,8/17/2015,Y,,36,36,5.656,1,0
CENTURY,D,WRC CTRL,WRC CTRL,8,WRC,4/4/2015,43.688,4.826,4/22/2015,,,,43.688,0,0,0,6/2/2015,Y,,43.18,43.18,0.508,1,0,8/17/2015,Y,,39,39,4.18,1,0
CENTURY,D,WRC CTRL,WRC CTRL,9,WRC,4/4/2015,27.94,5.08,4/22/2015,,,,27.94,0,0,0,6/2/2015,,,30.988,30.988,0,0,0,8/17/2015,Y,,26,26,4.988,1,0
CENTURY,D,WRC CTRL,WRC CTRL,10,WRC,4/4/2015,30.48,4.318,4/22/2015,,,,30.48,0,0,0,6/2/2015,,,38.1,38.1,0,0,0,8/17/2015,Y,,21,21,17.1,1,0
CENTURY,D,WRC CTRL,WRC CTRL,11,WRC,4/4/2015,24.13,4.318,4/22/2015,,,,24.13,0,0,0,6/2/2015,,,24.892,24.892,0,0,0,8/17/2015,Y,,20,20,4.892,1,0
CENTURY,D,WRC CTRL,WRC CTRL,12,WRC,4/4/2015,31.75,3.556,4/22/2015,Y,,16.51,16.51,15.24,1,0,6/2/2015,Y,,23.114,23.114,8.636,1,0,8/17/2015,Y,Y,19,19,4.114,1,1
